,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
949,Edgewater Park,40.821986118163494,-73.81388514428619,Jenny's Nail Salon,40.820199,-73.817559,Spa
950,Edgewater Park,40.821986118163494,-73.81388514428619,"4041 E Tremont Ave, Bronx NY",40.819497999999996,-73.81710600000001,Juice Bar
951,Edgewater Park,40.821986118163494,-73.81388514428619,4101 Wines And Liquor,40.818948999999996,-73.81675600000001,Liquor Store
952,Castle Hill,40.819014376988314,-73.84802729582735,Golden Mango Supermarket,40.81914040206044,-73.84481459516842,Market
953,Castle Hill,40.819014376988314,-73.84802729582735,Shorehaven Diner,40.819694502732986,-73.8478884732003,Diner
954,Castle Hill,40.819014376988314,-73.84802729582735,Franks Original Pizza Italia,40.82286427195636,-73.84890931755929,Pizza Place
955,Castle Hill,40.819014376988314,-73.84802729582735,Rite Aid,40.8197875,-73.8478261,Pharmacy
956,Castle Hill,40.819014376988314,-73.84802729582735,Chase Bank,40.8230706,-73.8487233,Bank
957,Castle Hill,40.819014376988314,-73.84802729582735,El Sazon Criollo,40.820957,-73.848083,Latin American Restaurant
958,Castle Hill,40.819014376988314,-73.84802729582735,huongs nails,40.82220638641635,-73.84746291182252,Cosmetics Shop
959,Castle Hill,40.819014376988314,-73.84802729582735,Pizza Italia,40.822888,-73.84862,Pizza Place
960,Castle Hill,40.819014376988314,-73.84802729582735,Pugsley Creek Park,40.81652094710941,-73.85237087479979,Park
961,Castle Hill,40.819014376988314,-73.84802729582735,Jimmy Ryans Softball,40.822657,-73.851476,Baseball Field
962,Olinville,40.87137078192371,-73.86332361652777,Lash West Indian and American Cuisine,40.871159000000006,-73.86305,Food
963,Olinville,40.87137078192371,-73.86332361652777,Feroza's Roti Shop,40.87144539272876,-73.86656224964892,Caribbean Restaurant
964,Olinville,40.87137078192371,-73.86332361652777,Fine Fare,40.873655399195115,-73.86715009094468,Supermarket
965,Olinville,40.87137078192371,-73.86332361652777,Richie Rich,40.87149581108973,-73.86442424824064,Caribbean Restaurant
966,Olinville,40.87137078192371,-73.86332361652777,Wine & Liquors,40.87128829956055,-73.86643981933594,Liquor Store
967,Olinville,40.87137078192371,-73.86332361652777,Three Boys From Italy,40.87128448486328,-73.86685180664062,Pizza Place
968,Olinville,40.87137078192371,-73.86332361652777,Pioneer Supermarkets,40.87025038134215,-73.86737913104206,Supermarket
969,Olinville,40.87137078192371,-73.86332361652777,Gun Hill Playground,40.87471215015537,-73.86558744303153,Basketball Court
970,Olinville,40.87137078192371,-73.86332361652777,Corner Furniture,40.868224,-73.866936,Furniture / Home Store
971,Pelham Gardens,40.86296562477998,-73.84161194831223,Fratelli's,40.86301897888721,-73.84360740712835,Italian Restaurant
972,Pelham Gardens,40.86296562477998,-73.84161194831223,Walgreens,40.8630428,-73.8431546,Pharmacy
973,Pelham Gardens,40.86296562477998,-73.84161194831223,Battaglia's Market,40.8629219,-73.8437299,Grocery Store
974,Pelham Gardens,40.86296562477998,-73.84161194831223,Caridad & Louie,40.86584304086998,-73.83770669702484,Spanish Restaurant
975,Pelham Gardens,40.86296562477998,-73.84161194831223,Dunkin',40.8623027781774,-73.8439247675683,Donut Shop
976,Pelham Gardens,40.86296562477998,-73.84161194831223,Casa Doro,40.86267352762037,-73.84357086709907,Deli / Bodega
977,Pelham Gardens,40.86296562477998,-73.84161194831223,Chase Bank,40.866076105543534,-73.83836965596883,Bank
978,Pelham Gardens,40.86296562477998,-73.84161194831223,SUBWAY,40.86233901977539,-73.84385681152344,Sandwich Place
979,Pelham Gardens,40.86296562477998,-73.84161194831223,Rite Aid,40.8620336,-73.8427679,Pharmacy
980,Pelham Gardens,40.86296562477998,-73.84161194831223,Rich Restaurant,40.862519,-73.843699,Chinese Restaurant
981,Pelham Gardens,40.86296562477998,-73.84161194831223,Carbo's Pizzeria,40.86249,-73.843079,Pizza Place
982,Pelham Gardens,40.86296562477998,-73.84161194831223,Allied  Construction NY,40.861708,-73.839253,Home Service
983,Pelham Gardens,40.86296562477998,-73.84161194831223,MTA MaBSTOA Bus Bx26 / Bx31 / BxM10 at Eastchester Road / Allerton Avenue,40.86525373935791,-73.84330630302429,Bus Station
984,Pelham Gardens,40.86296562477998,-73.84161194831223,Sprint Store,40.86441421508789,-73.84525299072266,Mobile Phone Shop
985,Pelham Gardens,40.86296562477998,-73.84161194831223,Burns Playground,40.86321767527671,-73.83682057709747,Playground
986,Pelham Gardens,40.86296562477998,-73.84161194831223,Bx31 Eastchester Rd/Allerton Avenue,40.86652809538114,-73.84259840803006,Bus Station
987,Pelham Gardens,40.86296562477998,-73.84161194831223,Pelham Bay Diner,40.86537502090643,-73.83724559229154,American Restaurant
988,Pelham Gardens,40.86296562477998,-73.84161194831223,The S.S. Allerton,40.865403114508304,-73.8372533919981,Boat or Ferry
989,Concourse,40.83428380733851,-73.91558941773444,El Gran Valle Restaurant,40.833175,-73.91447600000001,Spanish Restaurant
990,Concourse,40.83428380733851,-73.91558941773444,Kennedy Fried Chicken & Pizza,40.834135089902034,-73.91689720106031,Fried Chicken Joint
991,Concourse,40.83428380733851,-73.91558941773444,Lucky House Chinese Restaurant,40.83393302779995,-73.91667401417777,Chinese Restaurant
992,Concourse,40.83428380733851,-73.91558941773444,Bronx Museum of the Arts,40.83130668787119,-73.9199493992818,Art Museum
993,Concourse,40.83428380733851,-73.91558941773444,Marinells Bakery,40.83336858139031,-73.91445285669495,Bakery
994,Concourse,40.83428380733851,-73.91558941773444,Tiny's Pizza & Pasta,40.8309295822695,-73.91662582679406,Italian Restaurant
995,Concourse,40.83428380733851,-73.91558941773444,Concourse Jamaican Bakery,40.833523427558106,-73.91482435999079,Caribbean Restaurant
996,Concourse,40.83428380733851,-73.91558941773444,CVS pharmacy,40.83530662693773,-73.92072176482903,Pharmacy
997,Concourse,40.83428380733851,-73.91558941773444,Baskin-Robbins,40.83542992028848,-73.92101643325562,Ice Cream Shop
998,Concourse,40.83428380733851,-73.91558941773444,Bravo Supermarkets,40.83830937058824,-73.91322795759584,Grocery Store
999,Concourse,40.83428380733851,-73.91558941773444,Key Food,40.83346357122027,-73.91454341113266,Grocery Store
1000,Concourse,40.83428380733851,-73.91558941773444,CTown Supermarkets,40.830121554681384,-73.9178341627121,Grocery Store
1001,Concourse,40.83428380733851,-73.91558941773444,Dunkin',40.8354434,-73.9209927,Donut Shop
1002,Concourse,40.83428380733851,-73.91558941773444,Domino's Pizza,40.83587284041261,-73.92099072040764,Pizza Place
1003,Concourse,40.83428380733851,-73.91558941773444,Kennedy Fried Chicken & Pizza,40.8339958190918,-73.91710662841797,Fried Chicken Joint
1004,Concourse,40.83428380733851,-73.91558941773444,Mom's Fried Chicken,40.833746000000005,-73.914583,Fried Chicken Joint
1005,Concourse,40.83428380733851,-73.91558941773444,Eastern Chinese Style,40.833852000709385,-73.91496116426204,Chinese Restaurant
1006,Concourse,40.83428380733851,-73.91558941773444,"MTA MaBSTOA Bus at East 167th St & Morris Ave: (Bx32, Bx35)",40.83259056048264,-73.91531015678687,Bus Station
1007,Concourse,40.83428380733851,-73.91558941773444,High Life Deli & Grocery,40.834959000000005,-73.917854,Deli / Bodega
1008,Concourse,40.83428380733851,-73.91558941773444,148 Street Lenox Terminal,40.832435,-73.916012,Metro Station
1009,Concourse,40.83428380733851,-73.91558941773444,MTA BX32,40.83502336109524,-73.91316175460815,Bus Station
1010,Concourse,40.83428380733851,-73.91558941773444,McDonald's,40.8351298,-73.9198667,Fast Food Restaurant
1011,Concourse,40.83428380733851,-73.91558941773444,Yummy Cafe & Grill,40.832606,-73.919087,Food Truck
1012,Concourse,40.83428380733851,-73.91558941773444,National Bakery,40.834919,-73.919812,Bakery
1013,Concourse,40.83428380733851,-73.91558941773444,No Longer Empty - This Side of Paradise,40.83281135275373,-73.91971692065907,Art Gallery
1014,Concourse,40.83428380733851,-73.91558941773444,BombaYo Arts,40.83262706444594,-73.91999602317809,Dance Studio
1015,Concourse,40.83428380733851,-73.91558941773444,Jimmy's Luncheonette,40.834129333496094,-73.90984344482422,Food
1016,Concourse,40.83428380733851,-73.91558941773444,African Movies Mall,40.830841,-73.919117,Video Store
1017,Concourse,40.83428380733851,-73.91558941773444,Tavarez Grocery,40.834416999999995,-73.909741,Convenience Store
1018,Unionport,40.82977429787161,-73.85053524451935,Juices for Life,40.82826262417189,-73.85015410207522,Juice Bar
1019,Unionport,40.82977429787161,-73.85053524451935,Brisas Del Caribe Restaurant,40.83212810016732,-73.8512695728786,Latin American Restaurant
1020,Unionport,40.82977429787161,-73.85053524451935,Havana Café,40.833195032579326,-73.85141688734977,Spanish Restaurant
1021,Unionport,40.82977429787161,-73.85053524451935,Lulu's Coffee Shop,40.83190012131864,-73.85112921840194,Diner
1022,Unionport,40.82977429787161,-73.85053524451935,Jimmy's Grand Cafe,40.82765088457068,-73.85027096632467,Comfort Food Restaurant
1023,Unionport,40.82977429787161,-73.85053524451935,Sabrosura,40.8319356355082,-73.85101898514029,Latin American Restaurant
1024,Unionport,40.82977429787161,-73.85053524451935,Lorenz Dance Studio,40.83279392790561,-73.85119654075223,Dance Studio
1025,Unionport,40.82977429787161,-73.85053524451935,Cross Bronx Pizzeria,40.83006887037155,-73.85081764105371,Pizza Place
1026,Unionport,40.82977429787161,-73.85053524451935,Mamosa Lounge,40.83285224182826,-73.85133840837048,Lounge
1027,Unionport,40.82977429787161,-73.85053524451935,Jenny's Roti Shop,40.833876000000004,-73.851235,Caribbean Restaurant
1028,Unionport,40.82977429787161,-73.85053524451935,Marisco Centro Seafood Resaurant,40.83144,-73.850593,Seafood Restaurant
1029,Unionport,40.82977429787161,-73.85053524451935,Dunkin',40.8339096,-73.8517984,Donut Shop
1030,Unionport,40.82977429787161,-73.85053524451935,Carvel,40.8336,-73.85113199999999,Ice Cream Shop
1031,Unionport,40.82977429787161,-73.85053524451935,Family Dollar,40.831151,-73.855025,Discount Store
1032,Unionport,40.82977429787161,-73.85053524451935,Baskin-Robbins,40.83399812524397,-73.85177906932887,Ice Cream Shop
1033,Unionport,40.82977429787161,-73.85053524451935,Dunkin',40.83408247377312,-73.85172634674849,Donut Shop
1034,Unionport,40.82977429787161,-73.85053524451935,T-Mobile,40.833645,-73.851185,Mobile Phone Shop
1035,Unionport,40.82977429787161,-73.85053524451935,Melanies Roti Bar And Grill,40.833293,-73.85104,Indian Restaurant
1036,Unionport,40.82977429787161,-73.85053524451935,Top Banana,40.82675617923105,-73.84986723524874,Deli / Bodega
1037,Unionport,40.82977429787161,-73.85053524451935,Olmstead Triangle Park,40.83158938383613,-73.85440625173267,Plaza
1038,Unionport,40.82977429787161,-73.85053524451935,Wendy’s,40.8338235,-73.8529678,Fast Food Restaurant
1039,Unionport,40.82977429787161,-73.85053524451935,Cross Bronx Pet Shop,40.83131170917109,-73.85472211331793,Pet Store
1040,Unionport,40.82977429787161,-73.85053524451935,Story Ave,40.82559967233933,-73.84984055949457,Trail
1041,Unionport,40.82977429787161,-73.85053524451935,China One,40.834193978353696,-73.85136246866814,Asian Restaurant
1042,Edenwald,40.88456130303732,-73.84808271877168,CTown Supermarkets,40.88398447245873,-73.84917902137431,Grocery Store
1043,Edenwald,40.88456130303732,-73.84808271877168,Blue Mountain Cuisine,40.882701,-73.849456,Food
1044,Edenwald,40.88456130303732,-73.84808271877168,Associated Supermarket,40.88796975874366,-73.84692879859317,Supermarket
1045,Edenwald,40.88456130303732,-73.84808271877168,Mandarin House,40.888139,-73.84711899999999,Chinese Restaurant
1046,Bay Ridge,40.625801065010656,-74.03062069353813,Pilo Arts Day Spa and Salon,40.62474788273414,-74.03059056940135,Spa
1047,Bay Ridge,40.625801065010656,-74.03062069353813,Bagel Boy,40.627896,-74.029335,Bagel Shop
1048,Bay Ridge,40.625801065010656,-74.03062069353813,Cocoa Grinder,40.623966776558476,-74.0308626813129,Juice Bar
1049,Bay Ridge,40.625801065010656,-74.03062069353813,Pegasus Cafe,40.623168349068536,-74.0311862390966,Breakfast Spot
1050,Bay Ridge,40.625801065010656,-74.03062069353813,Leo's Casa Calamari,40.6242,-74.030931,Pizza Place
1051,Bay Ridge,40.625801065010656,-74.03062069353813,Ho' Brah Taco Joint,40.62295987421396,-74.03137094766794,Taco Place
1052,Bay Ridge,40.625801065010656,-74.03062069353813,The Bookmark Shoppe,40.62457650083076,-74.0305618421461,Bookstore
1053,Bay Ridge,40.625801065010656,-74.03062069353813,Brooklyn Market,40.626939,-74.02994799999999,Grocery Store
1054,Bay Ridge,40.625801065010656,-74.03062069353813,Caffe Café,40.62494582940274,-74.03040439118276,Coffee Shop
1055,Bay Ridge,40.625801065010656,-74.03062069353813,Mimi Nails,40.62257064456921,-74.03147660099737,Spa
1056,Bay Ridge,40.625801065010656,-74.03062069353813,Georgian Dream Cafe and Bakery,40.625586,-74.030196,Caucasian Restaurant
1057,Bay Ridge,40.625801065010656,-74.03062069353813,A.L.C. Italian Grocery,40.62305051681447,-74.03122367666245,Grocery Store
1058,Bay Ridge,40.625801065010656,-74.03062069353813,Karam,40.62293134278153,-74.02831552630435,Middle Eastern Restaurant
1059,Bay Ridge,40.625801065010656,-74.03062069353813,Windy City Ale House,40.62811715828623,-74.0291280171792,Sports Bar
1060,Bay Ridge,40.625801065010656,-74.03062069353813,Blue Door Souvlakia,40.624567,-74.030311,Greek Restaurant
1061,Bay Ridge,40.625801065010656,-74.03062069353813,RED OAK Restaurant & Bar & Hookah Lounge,40.625446614320815,-74.03024585189742,Hookah Bar
1062,Bay Ridge,40.625801065010656,-74.03062069353813,The Kettle Black,40.62283909856897,-74.03141082168587,Bar
1063,Bay Ridge,40.625801065010656,-74.03062069353813,Blue Zoo Lounge,40.62502995433233,-74.03055409884608,Lounge
1064,Bay Ridge,40.625801065010656,-74.03062069353813,XIN,40.62508203621133,-74.0304936920825,Chinese Restaurant
1065,Bay Ridge,40.625801065010656,-74.03062069353813,Verrazano Vision,40.624434,-74.03041,Optical Shop
1066,Bay Ridge,40.625801065010656,-74.03062069353813,Tuscany Grill,40.62291326029698,-74.03138652017468,Italian Restaurant
1067,Bay Ridge,40.625801065010656,-74.03062069353813,Uncle Louie G's,40.62278367167344,-74.03141415087794,Ice Cream Shop
1068,Bay Ridge,40.625801065010656,-74.03062069353813,Elia Restaurant,40.62309044402409,-74.03115569866006,Greek Restaurant
1069,Bay Ridge,40.625801065010656,-74.03062069353813,Nonno's Pizza,40.62164967557811,-74.03185368050534,Pizza Place
1070,Bay Ridge,40.625801065010656,-74.03062069353813,Sofia Restorante Italiano,40.62484745920055,-74.03052232818622,Italian Restaurant
1071,Bay Ridge,40.625801065010656,-74.03062069353813,Zio Toto,40.62479085034183,-74.03055087900958,Italian Restaurant
1072,Bay Ridge,40.625801065010656,-74.03062069353813,HoM Bay Ridge,40.62184719696941,-74.03177563511296,Tea Room
1073,Bay Ridge,40.625801065010656,-74.03062069353813,Peppino's,40.6298508137169,-74.02848135082027,Pizza Place
1074,Bay Ridge,40.625801065010656,-74.03062069353813,Coffee Rx,40.62211486513489,-74.03190841796363,Café
1075,Bay Ridge,40.625801065010656,-74.03062069353813,Inaka,40.625140559775616,-74.03041782134507,Sushi Restaurant
1076,Bay Ridge,40.625801065010656,-74.03062069353813,Chadwick's Restaurant,40.621449623364306,-74.03196395076446,American Restaurant
1077,Bay Ridge,40.625801065010656,-74.03062069353813,The Green Spa and Wellness Center,40.62184635702681,-74.0316708383994,Spa
1078,Bay Ridge,40.625801065010656,-74.03062069353813,Cebu' Bar & Bistro,40.62181234249646,-74.03172698590136,New American Restaurant
1079,Bay Ridge,40.625801065010656,-74.03062069353813,Pink & White Nails,40.622532797931896,-74.03146307176664,Spa
1080,Bay Ridge,40.625801065010656,-74.03062069353813,Greenhouse Cafe,40.62954152835763,-74.02851357046862,American Restaurant
1081,Bay Ridge,40.625801065010656,-74.03062069353813,Kaleidoscope Toy Store,40.622179846597675,-74.03164945621701,Toy / Game Store
1082,Bay Ridge,40.625801065010656,-74.03062069353813,Lamoza Hookah Lounge,40.62986503444392,-74.02849452703252,Hookah Bar
1083,Bay Ridge,40.625801065010656,-74.03062069353813,DII (Deals and Discounts Store #29),40.621941586790875,-74.02866517672703,Department Store
1084,Bay Ridge,40.625801065010656,-74.03062069353813,Latoue Nail Spa,40.6262390783683,-74.03001544766258,Spa
1085,Bay Ridge,40.625801065010656,-74.03062069353813,GameStop,40.622195328982905,-74.02720246900225,Video Game Store
1086,Bay Ridge,40.625801065010656,-74.03062069353813,H & L Bagels,40.621624684758785,-74.03183112853934,Bagel Shop
1087,Bay Ridge,40.625801065010656,-74.03062069353813,Lobo Loco,40.62356257001225,-74.03104678221119,Mexican Restaurant
1088,Bay Ridge,40.625801065010656,-74.03062069353813,The Pearl Room,40.62393563143695,-74.03097905585743,Seafood Restaurant
1089,Bay Ridge,40.625801065010656,-74.03062069353813,Giacomo's Wood Fired Pizza & Trattoria,40.62853486510589,-74.02905124266296,Italian Restaurant
1090,Bay Ridge,40.625801065010656,-74.03062069353813,Carvel Ice Cream,40.623094645120126,-74.03124488518532,Ice Cream Shop
1091,Bay Ridge,40.625801065010656,-74.03062069353813,86 Noodles,40.622572519884045,-74.02842260569763,Chinese Restaurant
1092,Bay Ridge,40.625801065010656,-74.03062069353813,Kathy's Dumplings,40.627893600787424,-74.02927534109664,Dim Sum Restaurant
1093,Bay Ridge,40.625801065010656,-74.03062069353813,Subway,40.622358,-74.031248,Sandwich Place
1094,Bay Ridge,40.625801065010656,-74.03062069353813,Bombay Grill,40.622371,-74.03179899999999,Indian Restaurant
1095,Bay Ridge,40.625801065010656,-74.03062069353813,Gap Factory Store,40.62247628018282,-74.02770231903379,Clothing Store
1096,Bay Ridge,40.625801065010656,-74.03062069353813,Top Thai,40.62323607887372,-74.02817264059682,Thai Restaurant
1097,Bay Ridge,40.625801065010656,-74.03062069353813,Victoria's Secret,40.62224,-74.027033,Lingerie Store
1098,Bay Ridge,40.625801065010656,-74.03062069353813,Status Q,40.62590607124746,-74.03019217924287,Pool Hall
1099,Bay Ridge,40.625801065010656,-74.03062069353813,Omiya,40.622329157515146,-74.02857550374559,Sushi Restaurant
1100,Bay Ridge,40.625801065010656,-74.03062069353813,Pho Hoai Bay Ridge,40.62237907678971,-74.02855610991112,Vietnamese Restaurant
1101,Bay Ridge,40.625801065010656,-74.03062069353813,Plaka Taverna,40.62248624337034,-74.02846542169956,Greek Restaurant
1102,Bay Ridge,40.625801065010656,-74.03062069353813,The Pour House of Bay Ridge,40.62851661943293,-74.0289634772342,Bar
1103,Bay Ridge,40.625801065010656,-74.03062069353813,Duane Reade,40.6220933,-74.0276287,Pharmacy
1104,Bay Ridge,40.625801065010656,-74.03062069353813,Auntie Anne's,40.622291,-74.028121,Snack Place
1105,Bay Ridge,40.625801065010656,-74.03062069353813,Walgreens,40.6286858,-74.0285723,Pharmacy
1106,Bay Ridge,40.625801065010656,-74.03062069353813,Harp Bar Brooklyn,40.62978871192184,-74.02853333491446,Bar
1107,Bay Ridge,40.625801065010656,-74.03062069353813,Cinnabon,40.623156,-74.031459,Sandwich Place
1108,Bay Ridge,40.625801065010656,-74.03062069353813,New York Sports Clubs,40.6223643,-74.0271629,Gym / Fitness Center
1109,Bay Ridge,40.625801065010656,-74.03062069353813,Taco Bell,40.62191824000764,-74.02853373126436,Fast Food Restaurant
1110,Bay Ridge,40.625801065010656,-74.03062069353813,The Children's Place,40.622522679371755,-74.02771480654002,Kids Store
1111,Bay Ridge,40.625801065010656,-74.03062069353813,Mattress Firm,40.623619079589844,-74.02822875976562,Mattress Store
1112,Bay Ridge,40.625801065010656,-74.03062069353813,My Thai Restaurant,40.62916001953864,-74.02868914475027,Thai Restaurant
1113,Bay Ridge,40.625801065010656,-74.03062069353813,Key Food Fresh & Natural,40.628204,-74.029461,Supermarket
1114,Bay Ridge,40.625801065010656,-74.03062069353813,Cappuccino Cafe,40.62951041286022,-74.02853892492205,American Restaurant
1115,Bay Ridge,40.625801065010656,-74.03062069353813,Ben's Pizzeria,40.62640416738638,-74.02975174836288,Pizza Place
1116,Bay Ridge,40.625801065010656,-74.03062069353813,Zitelli's Thin Crust Pizza and Bar,40.62355539009036,-74.03096914529038,Italian Restaurant
1117,Bay Ridge,40.625801065010656,-74.03062069353813,Dahn Yoga,40.626273,-74.030208,Yoga Studio
1118,Bay Ridge,40.625801065010656,-74.03062069353813,Pearl of China,40.624631,-74.030301,Chinese Restaurant
1119,Bay Ridge,40.625801065010656,-74.03062069353813,Best Western Gregory Hotel,40.62435700608523,-74.02735953514821,Hotel
1120,Bay Ridge,40.625801065010656,-74.03062069353813,Golden Dragon,40.62372589111328,-74.03065490722656,Asian Restaurant
1121,Bay Ridge,40.625801065010656,-74.03062069353813,The Painted Pot,40.62763948937506,-74.02911429207781,Arts & Crafts Store
1122,Bay Ridge,40.625801065010656,-74.03062069353813,kitchening,40.627588,-74.028966,Furniture / Home Store
1123,Bay Ridge,40.625801065010656,-74.03062069353813,86 Bagel Donuts & Deli,40.623580026218356,-74.03093231960216,Bagel Shop
1124,Bay Ridge,40.625801065010656,-74.03062069353813,Samia's,40.62806701660156,-74.02951049804688,Middle Eastern Restaurant
1125,Bay Ridge,40.625801065010656,-74.03062069353813,Pizza Wagon,40.627058890167625,-74.03391673898095,Pizza Place
1126,Bay Ridge,40.625801065010656,-74.03062069353813,Fort Hamilton Playground,40.62651334866671,-74.03602782815183,Playground
1127,Bay Ridge,40.625801065010656,-74.03062069353813,Russell Pedersen Playground,40.62653498751833,-74.03607812698527,Playground
1128,Bay Ridge,40.625801065010656,-74.03062069353813,Fort Hamtilton Handball Court,40.62599136462126,-74.03629783558613,Park
1129,Bensonhurst,40.61100890202044,-73.99517998380729,Villa Fiorita,40.611931,-73.997854,Italian Restaurant
1130,Bensonhurst,40.61100890202044,-73.99517998380729,il Colosseo,40.61222053559676,-73.9974361996248,Italian Restaurant
1131,Bensonhurst,40.61100890202044,-73.99517998380729,Coco Nails,40.614735,-73.99462044239044,Cosmetics Shop
1132,Bensonhurst,40.61100890202044,-73.99517998380729,Il Fornaretto Bakery,40.613940136924604,-73.99935895452214,Bakery
1133,Bensonhurst,40.61100890202044,-73.99517998380729,Frank And Sal's Prime Meats,40.61023238969865,-73.99922681436966,Butcher
1134,Bensonhurst,40.61100890202044,-73.99517998380729,Tenzan,40.6152654172336,-73.99404636075737,Sushi Restaurant
1135,Bensonhurst,40.61100890202044,-73.99517998380729,Carvel Ice Cream,40.6153902801513,-73.99391964879203,Ice Cream Shop
1136,Bensonhurst,40.61100890202044,-73.99517998380729,Bagel Town,40.61019916148078,-73.98950989286807,Bagel Shop
1137,Bensonhurst,40.61100890202044,-73.99517998380729,Hot Spot Nabe,40.61513,-73.994582,Shabu-Shabu Restaurant
1138,Bensonhurst,40.61100890202044,-73.99517998380729,Hand Pull Noodle & Dumpling House,40.61510256970509,-73.99422427946021,Noodle House
1139,Bensonhurst,40.61100890202044,-73.99517998380729,Baskin-Robbins,40.61509744375493,-73.99395033291107,Ice Cream Shop
1140,Bensonhurst,40.61100890202044,-73.99517998380729,Bensonhurst Liquors,40.613263175314586,-73.99610336345997,Liquor Store
1141,Bensonhurst,40.61100890202044,-73.99517998380729,18 Hipot,40.60924053660791,-74.00020677029487,Hotpot Restaurant
1142,Bensonhurst,40.61100890202044,-73.99517998380729,Wasabi,40.614718062379666,-73.99475137197847,Sushi Restaurant
1143,Bensonhurst,40.61100890202044,-73.99517998380729,Tong Xing Chinese & New Taco Mexican Food,40.61280502681869,-73.99657266546886,Chinese Restaurant
1144,Bensonhurst,40.61100890202044,-73.99517998380729,Great Wall Restaurant,40.612788,-73.99699100000001,Chinese Restaurant
1145,Bensonhurst,40.61100890202044,-73.99517998380729,Dunkin' / Baskin-Robbins,40.615105809320795,-73.99393539964376,Donut Shop
1146,Bensonhurst,40.61100890202044,-73.99517998380729,The Wholesome Pet,40.611358642578125,-73.99146270751953,Pet Store
1147,Bensonhurst,40.61100890202044,-73.99517998380729,Tenda Tech Inc,40.61010177243323,-73.9990585490738,Mobile Phone Shop
1148,Bensonhurst,40.61100890202044,-73.99517998380729,Panda Chinese Restaurant,40.611388,-73.99078399999999,Chinese Restaurant
1149,Bensonhurst,40.61100890202044,-73.99517998380729,Dragon Garden,40.61029,-73.999592,Chinese Restaurant
1150,Bensonhurst,40.61100890202044,-73.99517998380729,New Way Grocery,40.614629,-73.995136,Grocery Store
1151,Bensonhurst,40.61100890202044,-73.99517998380729,Lin's Spa Nail House,40.611785,-73.99042299999999,Spa
1152,Bensonhurst,40.61100890202044,-73.99517998380729,Milestone Park,40.60944713568417,-73.99964860547712,Park
1153,Bensonhurst,40.61100890202044,-73.99517998380729,18th ave smoke shop Discount ltd,40.609674,-74.000102,Smoke Shop
1154,Bensonhurst,40.61100890202044,-73.99517998380729,Bensonhurst Market,40.61249283965051,-73.99032881455878,Grocery Store
1155,Bensonhurst,40.61100890202044,-73.99517998380729,Reliable bakery,40.60994338989258,-74.0003890991211,Bakery
1156,Bensonhurst,40.61100890202044,-73.99517998380729,Dunkin',40.6125452,-74.0004494,Donut Shop
1157,Bensonhurst,40.61100890202044,-73.99517998380729,A+ noodle House,40.61515426635742,-73.99459838867188,Chinese Restaurant
1158,Bensonhurst,40.61100890202044,-73.99517998380729,Buonissima,40.612312,-73.989901,Pizza Place
1159,Bensonhurst,40.61100890202044,-73.99517998380729,D F Brothers Sports Center,40.611959000000006,-74.000741,Sporting Goods Shop
1160,Bensonhurst,40.61100890202044,-73.99517998380729,Double Ben Cafe 大家楽,40.612388610839844,-74.00071716308594,Cha Chaan Teng
1161,Sunset Park,40.64510294925429,-74.01031618527784,La Isla Cuchifritos,40.64524495461266,-74.01019971163103,Latin American Restaurant
1162,Sunset Park,40.64510294925429,-74.01031618527784,La Brasa Peruana,40.6469637960188,-74.0084431205736,Latin American Restaurant
1163,Sunset Park,40.64510294925429,-74.01031618527784,Ricos Tacos,40.644426211291815,-74.01070548851418,Mexican Restaurant
1164,Sunset Park,40.64510294925429,-74.01031618527784,Nieves tia Mimi,40.646452,-74.008702,Ice Cream Shop
1165,Sunset Park,40.64510294925429,-74.01031618527784,Tacos Matamoros,40.647747912107135,-74.00762106670679,Mexican Restaurant
1166,Sunset Park,40.64510294925429,-74.01031618527784,Luigi's Pizza,40.64677589775821,-74.00870886603244,Pizza Place
1167,Sunset Park,40.64510294925429,-74.01031618527784,La Gran Via Bakery,40.64757445977959,-74.00777573866056,Bakery
1168,Sunset Park,40.64510294925429,-74.01031618527784,Chase Bank,40.645668113525105,-74.01306802885341,Bank
1169,Sunset Park,40.64510294925429,-74.01031618527784,Royal Kings Pizza,40.64369981623152,-74.01174040252202,Pizza Place
1170,Sunset Park,40.64510294925429,-74.01031618527784,Charles's Pizzeria,40.645623,-74.010191,Pizza Place
1171,Sunset Park,40.64510294925429,-74.01031618527784,Don Paco Lopez Panaderia,40.648016864662765,-74.01084252540383,Bakery
1172,Sunset Park,40.64510294925429,-74.01031618527784,Pollo Campero,40.647646,-74.008087,Fried Chicken Joint
1173,Sunset Park,40.64510294925429,-74.01031618527784,Yafa,40.64932640392034,-74.00928944349289,Café
1174,Sunset Park,40.64510294925429,-74.01031618527784,Pariscien Cafe Bakery,40.646956,-74.011636,Breakfast Spot
1175,Sunset Park,40.64510294925429,-74.01031618527784,Bravo Supermarkets,40.647548743333125,-74.01199169528479,Grocery Store
1176,Sunset Park,40.64510294925429,-74.01031618527784,Chase Bank,40.6429299,-74.0123737,Bank
1177,Sunset Park,40.64510294925429,-74.01031618527784,International Restaurant,40.648354153951686,-74.00708640459607,Latin American Restaurant
1178,Sunset Park,40.64510294925429,-74.01031618527784,Cafe Lore,40.648474,-74.01008900000001,Italian Restaurant
